,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,extra_regressors_additive,extra_regressors_additive_lower,extra_regressors_additive_upper,pib,pib_lower,pib_upper,reformaisr,reformaisr_lower,reformaisr_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
70,2019-07-01,-311635.51654175005,179361.47514938968,242043.47591895604,-311635.51654175005,-311635.51654175005,523185.30979851435,523185.30979851435,523185.30979851435,22024.955598068056,22024.955598068056,22024.955598068056,31827.072772238258,31827.072772238258,31827.072772238258,-9802.1171741702,-9802.1171741702,-9802.1171741702,501160.35420044634,501160.35420044634,501160.35420044634,0.0,0.0,0.0,211549.7932567643
71,2019-10-01,-310434.4864637557,247563.28373854602,308093.08379804256,-310434.4864637557,-310434.4864637557,589052.5177691742,589052.5177691742,589052.5177691742,27809.685830608403,27809.685830608403,27809.685830608403,37611.8030047786,37611.8030047786,37611.8030047786,-9802.1171741702,-9802.1171741702,-9802.1171741702,561242.8319385657,561242.8319385657,561242.8319385657,0.0,0.0,0.0,278618.03130541847
72,2020-01-01,-309233.4563857614,297976.29475621635,359698.6267151051,-309233.4563857614,-309233.4563857614,637436.2064070746,637436.2064070746,637436.2064070746,17600.50076794531,17600.50076794531,17600.50076794531,27402.617942115507,27402.617942115507,27402.617942115507,-9802.1171741702,-9802.1171741702,-9802.1171741702,619835.7056391293,619835.7056391293,619835.7056391293,0.0,0.0,0.0,328202.7500213132
73,2020-04-01,-308045.48098252784,193304.69248721394,254305.88113405023,-308045.48098252784,-308045.48098252784,530244.2957238386,530244.2957238386,530244.2957238386,-18931.26986078763,-18931.26986078763,-18931.26986078763,-9129.152686617428,-9129.152686617428,-9129.152686617428,-9802.1171741702,-9802.1171741702,-9802.1171741702,549175.5655846263,549175.5655846263,549175.5655846263,0.0,0.0,0.0,222198.81474131078
74,2020-07-01,-306857.50557929435,170310.0082382452,233636.041754202,-306857.50557929435,-306857.50557929435,509658.404098578,509658.404098578,509658.404098578,2461.729812227518,2461.729812227518,2461.729812227518,12263.846986397719,12263.846986397719,12263.846986397719,-9802.1171741702,-9802.1171741702,-9802.1171741702,507196.6742863505,507196.6742863505,507196.6742863505,0.0,0.0,0.0,202800.89851928363
75,2020-10-01,-305656.4755013,246608.949690552,308273.9894978434,-305656.4755013,-305656.4755013,583073.9435762195,583073.9435762195,583073.9435762195,17507.31417104802,17507.31417104802,17507.31417104802,27309.431345218218,27309.431345218218,27309.431345218218,-9802.1171741702,-9802.1171741702,-9802.1171741702,565566.6294051714,565566.6294051714,565566.6294051714,0.0,0.0,0.0,277417.4680749195
76,2021-01-01,-304455.4454233057,282006.0856858579,345317.7177670791,-304455.4454233057,-304455.4454233057,617453.6019786698,617453.6019786698,617453.6019786698,9660.194064243537,9660.194064243537,9660.194064243537,19462.311238413735,19462.311238413735,19462.311238413735,-9802.1171741702,-9802.1171741702,-9802.1171741702,607793.4079144262,607793.4079144262,607793.4079144262,0.0,0.0,0.0,312998.1565553641
77,2021-04-01,-303280.52469483303,230067.5541835206,292156.82653917593,-303280.52469483303,-303280.52469483303,564086.2879699619,564086.2879699619,564086.2879699619,14557.328249955288,14557.328249955288,14557.328249955288,24359.445424125486,24359.445424125486,24359.445424125486,-9802.1171741702,-9802.1171741702,-9802.1171741702,549528.9597200066,549528.9597200066,549528.9597200066,0.0,0.0,0.0,260805.76327512885
78,2021-07-01,-302092.5492915995,188420.2154314331,252060.64590701534,-302092.54945106735,-302092.5490657785,520793.8367345428,520793.8367345428,520793.8367345428,15542.74155912682,15542.74155912682,15542.74155912682,25344.85873329702,25344.85873329702,25344.85873329702,-9802.1171741702,-9802.1171741702,-9802.1171741702,505251.095175416,505251.095175416,505251.095175416,0.0,0.0,0.0,218701.2874429433
79,2021-10-01,-300891.51921360515,263185.53698904667,321961.59073336254,-300891.52002641186,-300891.5183014222,592658.9879250191,592658.9879250191,592658.9879250191,26284.770016397673,26284.770016397673,26284.770016397673,36086.887190567875,36086.887190567875,36086.887190567875,-9802.1171741702,-9802.1171741702,-9802.1171741702,566374.2179086214,566374.2179086214,566374.2179086214,0.0,0.0,0.0,291767.46871141397
80,2022-01-01,-299690.4891356109,297493.7581721119,358799.9099371447,-299690.4909149914,-299690.48711721436,630020.5988732484,630020.5988732484,630020.5988732484,17700.58632024705,17700.58632024705,17700.58632024705,27502.70349441725,27502.70349441725,27502.70349441725,-9802.1171741702,-9802.1171741702,-9802.1171741702,612320.0125530014,612320.0125530014,612320.0125530014,0.0,0.0,0.0,330330.10973763757
81,2022-04-01,-298515.56840713817,236305.74640702235,300074.3590974976,-298515.5712767405,-298515.5650865448,568550.6506417205,568550.6506417205,568550.6506417205,21484.89345475842,21484.89345475842,21484.89345475842,31287.01062892862,31287.01062892862,31287.01062892862,-9802.1171741702,-9802.1171741702,-9802.1171741702,547065.7571869621,547065.7571869621,547065.7571869621,0.0,0.0,0.0,270035.08223458234
82,2022-07-01,-297327.5930039047,196913.39988281572,257504.76239513568,-297327.59733745997,-297327.58834205405,524437.1832106445,524437.1832106445,524437.1832106445,21197.008801047734,21197.008801047734,21197.008801047734,30999.125975217932,30999.125975217932,30999.125975217932,-9802.1171741702,-9802.1171741702,-9802.1171741702,503240.1744095968,503240.1744095968,503240.1744095968,0.0,0.0,0.0,227109.59020673984
83,2022-10-01,-296126.5629259103,270061.52063560905,331182.49723248335,-296126.5688896396,-296126.55640284007,596009.2164374758,596009.2164374758,596009.2164374758,31077.260620339657,31077.260620339657,31077.260620339657,40879.377794509855,40879.377794509855,40879.377794509855,-9802.1171741702,-9802.1171741702,-9802.1171741702,564931.9558171362,564931.9558171362,564931.9558171362,0.0,0.0,0.0,299882.65351156547
